text,category,severity,service_type
"Hi IT team, Network connection is very slow. The network is very slow at engineering unit since this morning. Emails take long and sites time out. This impacts customer support.",network,medium,vpn
"Morning, Print queue stuck. Print queue is stuck and jobs cannot be cancelled for the past 2 days. This impacts customer support.",printer,low,printer
Update failed Windows/software update fails with an error code and PC becomes slow since yesterday.,software,low,os_update
"Afternoon, IT portal error on submit. The IT portal shows an error when submitting a ticket for the past 2 days. It is urgent.",software,medium,antivirus
"Morning, Network connection is very slow. The network is very slow at control room since yesterday. Emails take long and sites time out. It is urgent.",network,low,lan
Network connection is very slow The network is very slow at Maseru HQ since yesterday. Emails take long and sites time out.,network,low,vpn
Overheating The workstation becomes very hot and shuts down during work for the past 2 days. This impacts customer support.,hardware,medium,laptop
Malware alert detected Antivirus detected malware and quarantined a file since yesterday. Please investigate.,security,critical,data_leak
No internet connection Wi-Fi shows connected but no internet works today. This impacts customer support.,network,high,lan
"Please assist, Scanner not working. Scanner fails with paper jam message even when clear this week. It is urgent.",printer,medium,toner
"Hi IT team, Internal HR system not responding. The HR system is not responding and pages keep loading this week. This impacts customer support.",software,medium,antivirus
"Morning, Scanner not working. Scanner fails with paper jam message even when clear since this morning. It is urgent.",printer,high,printer
IT portal error on submit The IT portal shows an error when submitting a ticket today. This impacts customer support.,software,low,desktop_application
Possible data leak A sensitive document may have been shared incorrectly for the past 2 days. Please advise. This impacts customer support.,security,critical,malware
Outlook not syncing Outlook is not syncing new emails after restart. This is affecting my work.,email,medium,email
USB security warning A USB device triggered a security warning when connected today. This is affecting my work.,security,high,phishing
Keyboard not responding The keyboard keys are not responding and the mouse freezes this week. It is urgent.,hardware,low,peripheral
